Project number,Lot,Supplier,Deliverable,MGR BE Number,Location,Resource,Contractors Name,CW,Work Description (e.g. Roof Works),Year,Date Received,Date Reviewed,Duration between receipt/review,Status (Authorised or Rejected with amendments Req),Has been authorised eventually?,Invoiced to MGR?,Comments,Work Stream
90219448,1,KR Analytics Ltd,MARS Review,65.33.31.36,G34 9QG,Kenny Merritt,German Ltd,No,Asbestos Survey,3,2023-06-08,2023-06-22,"14 days, 0:00:00",Rejected,Yes,No,htkgl,WS3
48254558,3,KR Analytics Ltd,MARS Review,12.12.62.15,BT36 9FN,Marcos Mcpherson,Aboard Service Ltd,No,Air Conditioning Installations,3,2023-08-14,2023-08-20,"6 days, 0:00:00",Rejected,No,No,kfehd,WS3
61155644,0,KR Analytics Ltd,MARS Review,13.63.51.35,CF6 7BW,Alfredo Holmes,Arc Ltd,No,Air Conditioning Installations,3,2023-08-21,2023-09-03,"13 days, 0:00:00",Authorised,N/A,Yes,fphsb,WS3
51015869,3,KR Analytics Ltd,MARS Review,41.52.14.11,GL7 6PE,Kenny Merritt,DASDA Ltd,Yes,Other Repairs,3,2023-09-05,2023-09-19,"14 days, 0:00:00",Authorised,N/A,Yes,irzkw,WS3
32740171,2,KR Analytics Ltd,MARS Review,15.12.23.13,CB5 8PF,Annabel Beasley,Centurion Ltd,Yes,Bird Netting Repair,3,2023-09-03,2023-09-15,"12 days, 0:00:00",Authorised,N/A,Yes,gywfw,WS1
92319670,2,KR Analytics Ltd,MARS Review,22.16.23.14,BS12 6UU,Annabel Beasley,Centurion Ltd,No,Heating Installations,3,2023-09-21,2023-10-03,"12 days, 0:00:00",Rejected,Yes,No,herjz,WS3
43942459,0,KR Analytics Ltd,MARS Review,34.43.51.34,CF11 7BJ,Kenny Merritt,MEKOS Ltd,No,General Inspection,3,2023-07-26,2023-07-30,"4 days, 0:00:00",Rejected,Yes,No,abylf,WS3
88327634,3,KR Analytics Ltd,MARS Review,16.36.46.62,CF1 2XB,Cora Lindsey,German Ltd,No,Air Conditioning Installations,3,2023-08-07,2023-08-11,"4 days, 0:00:00",Authorised,N/A,Yes,iizgx,WS1
17444749,4,KR Analytics Ltd,MARS Review,33.26.34.42,E8 4UZ,Brayden Giles,German Ltd,No,Fall Protection Inspection,3,2023-07-04,2023-07-08,"4 days, 0:00:00",Authorised,N/A,Yes,feuxy,WS1
15546810,1,KR Analytics Ltd,MARS Review,46.34.42.13,CO15 2AS,Marcos Mcpherson,Arc Ltd,Yes,Other Repairs,3,2024-02-27,2024-03-12,"14 days, 0:00:00",Authorised,N/A,Yes,pcbvz,WS1
93517039,2,KR Analytics Ltd,MARS Review,61.45.11.64,BH18 8HN,Cassius Mullins,German Ltd,Yes,Vent Repairs,3,2024-02-23,2024-03-08,"14 days, 0:00:00",Rejected,No,No,heuyy,WS1
98828807,0,KR Analytics Ltd,MARS Review,65.52.23.62,BN6 8XS,Annabel Beasley,DASDA Ltd,Yes,Asbestos Survey,3,2023-11-29,2023-12-05,"6 days, 0:00:00",Rejected,Yes,No,llhmi,WS3
53501549,2,KR Analytics Ltd,MARS Review,56.45.41.62,GU34 3PR,Chelsea Huber,Epiphany Ltd,No,Bird Netting Repair,3,2024-03-24,2024-04-01,"8 days, 0:00:00",Rejected,Yes,No,vzmxh,WS1
00947789,0,KR Analytics Ltd,MARS Review,43.63.42.43,BA11 6TA,Cassius Mullins,Caledonian Ltd,No,Heating Installations,3,2023-09-17,2023-09-30,"13 days, 0:00:00",Rejected,Yes,No,jhhqb,WS3
62968852,4,KR Analytics Ltd,MARS Review,22.14.31.45,CB4 1WD,Cora Lindsey,MEKOS Ltd,Yes,Air Conditioning Installations,3,2024-01-16,2024-01-25,"9 days, 0:00:00",Rejected,No,No,icjuq,WS1
16666005,0,KR Analytics Ltd,MARS Review,52.51.45.61,BD7 4LU,Jazmine Mathis,MEKOS Ltd,No,General Inspection,3,2023-08-16,2023-08-22,"6 days, 0:00:00",Authorised,N/A,Yes,mftec,WS3
79686476,4,KR Analytics Ltd,MARS Review,51.34.56.64,AB34 4UN,Annabel Beasley,Arc Ltd,Yes,Roof repair,3,2023-09-18,2023-09-19,"1 day, 0:00:00",Authorised,N/A,Yes,kkwzv,WS3
14313360,1,KR Analytics Ltd,MARS Review,65.64.14.52,CF8 8QH,Brayden Giles,Caledonian Ltd,Yes,Air Conditioning Installations,3,2024-01-27,2024-02-02,"6 days, 0:00:00",Rejected,No,No,tqfay,WS3
89128088,2,KR Analytics Ltd,MARS Review,55.44.24.42,DD3 7DU,Kenny Merritt,Elixir Ltd,Yes,Heating Installations,3,2024-01-06,2024-01-09,"3 days, 0:00:00",Rejected,Yes,No,scqni,WS3
49960694,0,KR Analytics Ltd,MARS Review,66.23.34.63,BT19 7RJ,Annabel Beasley,German Ltd,No,General Inspection,3,2023-05-13,2023-05-18,"5 days, 0:00:00",Authorised,N/A,Yes,ewzes,WS3
97628196,4,KR Analytics Ltd,MARS Review,45.51.31.61,DL14 8EJ,Cassius Mullins,Epiphany Ltd,No,Other Repairs,3,2024-02-27,2024-02-28,"1 day, 0:00:00",Rejected,Yes,No,fiscf,WS3
41961130,3,KR Analytics Ltd,MARS Review,66.22.42.34,DN4 0BL,Cassius Mullins,Elixir Ltd,No,Vent Repairs,3,2023-05-09,2023-05-20,"11 days, 0:00:00",Authorised,N/A,Yes,wbffo,WS3
74563645,4,KR Analytics Ltd,MARS Review,23.44.65.15,CV12 9QR,Kenny Merritt,MEKOS Ltd,No,Vent Repairs,3,2023-08-29,2023-09-06,"8 days, 0:00:00",Rejected,No,No,emtlj,WS3
68006737,3,KR Analytics Ltd,MARS Review,21.35.21.33,AB12 3YE,Kenny Merritt,Aboard Service Ltd,Yes,General Inspection,3,2023-06-03,2023-06-14,"11 days, 0:00:00",Authorised,N/A,Yes,picmz,WS1
75225299,3,KR Analytics Ltd,MARS Review,61.45.33.54,B98 0TL,Annabel Beasley,Caledonian Ltd,Yes,Other Repairs,3,2023-08-30,2023-09-10,"11 days, 0:00:00",Authorised,N/A,Yes,fbwwc,WS3
24473909,2,KR Analytics Ltd,MARS Review,21.32.54.52,EX7 7BB,Cassius Mullins,Aboard Service Ltd,Yes,General Inspection,3,2023-05-07,2023-05-12,"5 days, 0:00:00",Authorised,N/A,Yes,pzbzu,WS3
14103124,4,KR Analytics Ltd,MARS Review,32.45.44.13,AB16 9DE,Jazmine Mathis,Epiphany Ltd,Yes,Roof repair,3,2023-07-11,2023-07-17,"6 days, 0:00:00",Rejected,No,No,tgfii,WS1
21911539,3,KR Analytics Ltd,MARS Review,26.22.66.46,B90 9EU,Alfredo Holmes,DASDA Ltd,No,General Inspection,3,2023-06-11,2023-06-25,"14 days, 0:00:00",Authorised,N/A,Yes,lttcx,WS1
75374187,4,KR Analytics Ltd,MARS Review,61.21.35.66,CH41 8AL,Kenny Merritt,German Ltd,No,Other Repairs,3,2023-09-15,2023-09-18,"3 days, 0:00:00",Rejected,Yes,No,kjkxt,WS3
78021882,1,KR Analytics Ltd,MARS Review,63.54.21.24,CF14 2FX,Alfredo Holmes,Caledonian Ltd,No,Other Repairs,3,2023-04-01,2023-04-04,"3 days, 0:00:00",Rejected,No,No,kfcbt,WS1
